********************************************************************************
LOGGING TIME: 20171101_205017
CLIENT IP: 10.102.35.184
USERNAME: sandeep2103
OS: Windows 10
**********************************Emotional database********************************************************************************
MM, 520, 407, 1507533521307
MM, 518, 407, 650
MM, 515, 404, 13
MM, 494, 379, 38
MM, 204, 38, 12
MM, 425, 269, 13
MM, 351, 173, 24
MM, 332, 149, 12
MM, 322, 133, 15
MM, 314, 120, 9
MM, 286, 94, 75
MM, 282, 92, 12
MM, 281, 92, 26
MM, 280, 91, 12
MM, 280, 90, 24
MM, 277, 89, 13
MM, 275, 87, 12
MM, 275, 86, 12
MM, 275, 85, 37
MM, 277, 86, 111
MM, 280, 90, 13
MM, 289, 117, 51
MM, 289, 118, 23
MM, 289, 117, 246
MM, 289, 115, 25
MM, 289, 114, 13
MM, 294, 116, 371
MM, 300, 123, 11
MM, 309, 134, 14
MM, 356, 250, 73
MM, 363, 265, 12
MM, 368, 275, 13
MM, 374, 285, 11
MM, 124, 3, 14
MM, 126, 5, 12
MC, 1, 963
MM, 126, 9, 21507
MM, 125, 16, 12
MM, 125, 20, 13
MM, 124, 20, 12
MM, 124, 21, 13
MM, 123, 21, 24
MM, 123, 26, 62
MM, 123, 34, 12
MM, 123, 44, 13
MM, 123, 58, 11
MM, 140, 18, 63
MM, 156, 41, 12
MM, 168, 58, 12
MM, 176, 70, 13
MM, 182, 74, 12
MM, 186, 77, 13
MC, 1, 247
MM, 190, 76, 222
MM, 196, 76, 13
MM, 203, 79, 12
MM, 214, 85, 12
MM, 480, 507, 13
MM, 492, 515, 12
MM, 2, 0, 12
MM, 5, 5, 13
MM, 7, 8, 12
MM, 8, 10, 13
MM, 9, 10, 11
MM, 11, 10, 87
MM, 13, 10, 24
MM, 15, 12, 13
MM, 20, 16, 12
MM, 26, 20, 15
MM, 31, 23, 10
MM, 34, 26, 12
MM, 532, 549, 13
MM, 532, 550, 13
MM, 532, 551, 13
MM, 532, 553, 23
MM, 532, 555, 12
MM, 529, 556, 13
MM, 525, 557, 12
MM, 521, 558, 12
MM, 25, 0, 13
MM, 24, 2, 13
MM, 22, 3, 12
MM, 21, 5, 12
MM, 21, 6, 12
MM, 20, 6, 13
MM, 20, 8, 160
MM, 23, 10, 50
MM, 27, 13, 12
MM, 526, 578, 12
MM, 530, 582, 12
MM, 2, 28, 13
MM, 536, 593, 12
MM, 0, 3, 26
MM, 1, 6, 11
MM, 1, 8, 13
MM, 2, 9, 12
MM, 2, 10, 14
MC, 1, 209
MM, 1, 10, 74
MM, 30, 5, 12
MM, 5, 12, 26
MM, 413, 560, 37
MM, 410, 560, 10
MM, 408, 559, 13
MM, 407, 559, 12
MP, 1, 149
MR, 1, 74
MC, 1, 0
MM, 408, 559, 37
MM, 412, 560, 13
MM, 12, 6, 49
MC, 1, 210
MM, 18, 13, 209
MM, 26, 26, 13
MM, 28, 1, 12
MM, 460, 620, 13
MM, 92, 7, 25
MM, 103, 23, 24
MM, 105, 24, 13
MM, 105, 25, 12
MM, 106, 25, 13
MC, 1, 259
MM, 106, 23, 86
MM, 107, 19, 12
MM, 108, 10, 12
MM, 108, 3, 13
MM, 508, 666, 13
MM, 20, 18, 12
MM, 503, 632, 25
MM, 500, 628, 12
MM, 498, 626, 13
MM, 497, 625, 12
MM, 497, 624, 13
MM, 497, 623, 24
MM, 497, 621, 25
MM, 0, 19, 12
MM, 4, 6, 13
MM, 16, 29, 11
MM, 20, 18, 25
MM, 20, 17, 13
MM, 21, 16, 13
MM, 21, 15, 12
MM, 21, 14, 37
MM, 21, 13, 11
MC, 1, 161
MM, 22, 13, 62
MM, 29, 13, 25
MM, 1, 13, 12
MM, 8, 13, 14
MM, 13, 13, 11
MM, 22, 11, 62
MC, 1, 148
MM, 25, 11, 74
MM, 31, 11, 13
MM, 0, 11, 13
MM, 29, 11, 24
MM, 12, 11, 37
MM, 27, 11, 26
MM, 646, 573, 23
