**********************************
LOGGING TIME: 20171101_205330
CLIENT IP: 10.102.35.184
USERNAME: sandeep2103
OS: Windows 10
*********************Neutral database**********************************
MM, 80, 3, 1507533520650
MM, 66, 25, 1100
MM, 66, 21, 12
MM, 66, 18, 25
MM, 66, 17, 25
MM, 78, 17, 6586
MM, 94, 17, 11
MM, 102, 17, 13
MM, 108, 17, 25
MM, 109, 17, 13
MM, 110, 17, 11
MM, 114, 17, 13
MM, 121, 17, 12
MM, 130, 17, 13
MM, 145, 17, 12
MM, 161, 17, 12
MM, 172, 18, 13
MM, 0, 18, 12
MM, 61, 16, 9316
MM, 74, 31, 11
MM, 79, 38, 13
MM, 81, 41, 12
MM, 82, 42, 13
MM, 83, 42, 24
MM, 83, 41, 87
MM, 83, 34, 25
MM, 83, 17, 12
MC, 1, 223
MM, 119, 0, 20656
MM, 119, 6, 12
MM, 119, 22, 49
MM, 119, 23, 12
MC, 1, 113
MM, 119, 26, 221
MM, 119, 31, 13
MM, 119, 45, 12
MM, 20, 7, 24
MM, 18, 27, 13
MM, 17, 5, 38
MM, 6, 12, 24
MM, 3, 13, 13
MM, 1, 13, 11
MM, 43, 14, 25
MM, 41, 14, 12
MM, 39, 14, 13
MM, 38, 14, 12
MM, 33, 14, 24
MM, 31, 14, 13
MM, 26, 14, 14
MM, 18, 13, 11
MM, 14, 13, 13
MM, 12, 12, 11
MM, 15, 12, 200
MM, 16, 12, 12
MM, 17, 12, 11
MM, 21, 12, 14
MM, 26, 12, 12
MM, 36, 14, 12
MM, 6, 21, 24
MM, 10, 24, 14
MM, 14, 28, 11
MM, 16, 31, 13
MM, 19, 0, 25
MM, 21, 3, 11
MM, 21, 6, 13
MM, 23, 8, 12
MM, 24, 10, 24
MC, 1, 149
MM, 36, 5, 86
MM, 11, 28, 13
MM, 5, 8, 13
MM, 32, 21, 23
MM, 31, 9, 26
MM, 3, 4, 37
MM, 5, 3, 25
MM, 6, 3, 12
MM, 6, 1, 11
MM, 25, 2, 359
MM, 24, 2, 26
MM, 23, 3, 36
MM, 22, 4, 26
MM, 22, 5, 134
MM, 22, 8, 62
MM, 21, 10, 12
MM, 20, 12, 13
MM, 20, 14, 13
MM, 19, 15, 24
MM, 19, 16, 13
MM, 21, 16, 74
MM, 31, 16, 14
MM, 1, 15, 23
MM, 8, 14, 12
MM, 16, 12, 12
MM, 34, 10, 12
MM, 5, 10, 13
MM, 32, 10, 25
MM, 31, 10, 124
MM, 15, 12, 11
MM, 1, 12, 13
MM, 31, 12, 12
MM, 16, 12, 62
MM, 13, 12, 25
MM, 12, 12, 25
MM, 11, 12, 12
MM, 7, 12, 61
MM, 2, 12, 12
MM, 35, 12, 87
MM, 33, 12, 13
MM, 32, 12, 25
MC, 1, 173
MM, 31, 12, 73
MM, 27, 12, 13
MM, 22, 12, 13
MM, 16, 12, 11
MM, 8, 12, 13
MM, 33, 12, 12
MM, 16, 12, 13
MM, 24, 12, 25
MM, 0, 12, 24
MM, 16, 2, 605
MM, 41, 15, 13
MM, 8, 1, 62
MM, 26, 3, 50
MM, 27, 3, 134
MC, 1, 137
MM, 22, 3, 111
MM, 41, 21, 38
MM, 37, 17, 12
MM, 34, 14, 13
MM, 33, 13, 12
MM, 33, 12, 12
MM, 32, 11, 13
MM, 32, 10, 12
MM, 32, 8, 61
MM, 32, 5, 24
MM, 32, 4, 24
MM, 31, 4, 137
MM, 31, 3, 13
MC, 1, 296
MM, 9, 10, 125
MM, 41, 10, 12
MM, 11, 8, 12
MM, 3, 0, 50
MC, 1, 271
MM, 4, 0, 38
MM, 6, 1, 11
MM, 7, 2, 13
MM, 8, 3, 13
MM, 7, 3, 122
MM, 4, 5, 13
MM, 0, 8, 12
MM, 32, 20, 25
MM, 7, 4, 25
MM, 19, 26, 49
MM, 10, 26, 25
MM, 8, 26, 99
MM, 3, 26, 11
MM, 36, 25, 25
MM, 16, 17, 25
MM, 12, 15, 13
MM, 10, 14, 11
MM, 10, 13, 13
MM, 10, 12, 13
MM, 10, 11, 12
MM, 11, 11, 149
MM, 12, 11, 49
MM, 13, 11, 49
MC, 1, 87
MM, 14, 11, 13
MM, 15, 11, 25
MM, 16, 11, 12
MM, 18, 11, 12
MM, 20, 11, 12
MM, 22, 12, 12
MM, 26, 12, 13
MM, 34, 12, 12
MM, 4, 11, 24
MM, 19, 4, 13
MC, 1, 569
MM, 12, 0, 197
MM, 10, 0, 13
MM, 7, 4, 76
MM, 3, 7, 10
MM, 0, 10, 13
MM, 40, 13, 147
MM, 39, 13, 13
MM, 37, 13, 13
MM, 36, 13, 12
MM, 35, 13, 12
MM, 34, 13, 12
MC, 1, 334
MM, 35, 19, 260
MM, 40, 26, 11
MM, 17, 8, 25
MM, 32, 23, 13
MM, 45, 6, 24
MM, 53, 14, 12
MM, 60, 16, 13
MM, 69, 19, 13
MM, 74, 20, 11
MM, 78, 20, 13
MM, 79, 20, 25
MM, 80, 20, 73
MC, 1, 174
MM, 81, 20, 99
MM, 83, 14, 12
MM, 46, 14, 99
MM, 2, 14, 198
MM, 5, 15, 13
MM, 8, 15, 11
MM, 9, 16, 15
MM, 10, 17, 10
MM, 11, 17, 12
MM, 12, 17, 14
MC, 1, 86
MM, 11, 17, 11
MM, 10, 17, 14
MM, 8, 17, 11
MM, 6, 17, 13
MM, 3, 18, 12
MM, 44, 21, 25
MM, 29, 24, 12
MM, 15, 26, 13
MM, 41, 2, 36
